2025-04-03 14:05:00,540 - {'puzzle': '1 1 4 6', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'list', 'score': 0, 'token_cost': 10522.0, 'num_used_reflexions': 4}
2025-04-16 12:13:12,843 - {'puzzle': '2 5 7 9', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 10515.0, 'num_used_reflexions': 4}
2025-04-16 12:13:24,185 - {'puzzle': '2 5 7 9', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 11293.0, 'num_used_reflexions': 4}
2025-04-16 12:13:34,135 - {'puzzle': '2 5 7 9', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 11080.0, 'num_used_reflexions': 4}
2025-04-16 12:13:42,542 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'list', 'score': 0, 'token_cost': 9757.0, 'num_used_reflexions': 4}
2025-04-16 12:13:53,338 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 9575.0, 'num_used_reflexions': 4}
2025-04-16 12:14:03,966 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 10018.0, 'num_used_reflexions': 4}
2025-04-16 12:14:22,542 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 10941.0, 'num_used_reflexions': 4}
2025-04-16 12:14:32,501 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'list', 'score': 0, 'token_cost': 9618.0, 'num_used_reflexions': 4}
2025-04-16 12:14:43,315 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 10144.0, 'num_used_reflexions': 4}
2025-04-16 12:15:02,748 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 10104.0, 'num_used_reflexions': 4}
2025-04-16 12:15:13,233 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 10342.0, 'num_used_reflexions': 4}
2025-04-16 12:15:26,863 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'list', 'score': 0, 'token_cost': 10561.0, 'num_used_reflexions': 4}
2025-04-16 12:15:38,452 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 10656.0, 'num_used_reflexions': 4}
2025-04-16 12:15:54,429 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 9916.0, 'num_used_reflexions': 4}
2025-04-16 12:16:12,130 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 10031.0, 'num_used_reflexions': 4}
2025-04-16 12:16:24,869 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'list', 'score': 0, 'token_cost': 9986.0, 'num_used_reflexions': 4}
2025-04-16 12:16:38,743 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 9868.0, 'num_used_reflexions': 4}
2025-04-16 12:16:48,277 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 10034.0, 'num_used_reflexions': 4}
2025-04-16 12:17:09,967 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 9948.0, 'num_used_reflexions': 4}
2025-04-16 12:24:54,635 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'list', 'score': 0, 'token_cost': 9282.0, 'num_used_reflexions': 4}
2025-04-16 12:25:02,536 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 9550.0, 'num_used_reflexions': 4}
2025-04-16 12:25:11,384 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 9988.0, 'num_used_reflexions': 4}
2025-04-16 12:25:19,948 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 10010.0, 'num_used_reflexions': 4}
2025-04-16 12:28:27,420 - {'puzzle': '1 1 4 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 18676.0, 'num_used_reflexions': 8}
2025-04-16 12:28:41,230 - {'puzzle': '1 1 4 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 17771.0, 'num_used_reflexions': 8}
2025-04-16 12:28:56,369 - {'puzzle': '1 1 4 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 2, 'token_cost': 17825.0, 'num_used_reflexions': 7}
2025-04-16 12:29:11,027 - {'puzzle': '1 1 4 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_all_previous', 'score': 1, 'token_cost': 17708.0, 'num_used_reflexions': 7}
2025-04-16 12:29:32,127 - {'puzzle': '1 1 11 11', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 17092.0, 'num_used_reflexions': 8}
2025-04-16 12:29:59,457 - {'puzzle': '1 1 11 11', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 1, 'token_cost': 14329.0, 'num_used_reflexions': 7}
2025-04-16 12:30:22,382 - {'puzzle': '1 1 11 11', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 1, 'token_cost': 15618.0, 'num_used_reflexions': 7}
2025-04-18 11:43:37,618 - {'puzzle': '1 1 11 11', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_all_previous', 'score': 1, 'token_cost': 18111.0, 'num_used_reflexions': 8}
2025-04-18 11:47:00,568 - {'puzzle': '6 6 6 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 16431.0, 'num_used_reflexions': 8}
2025-04-18 11:47:10,838 - {'puzzle': '6 6 6 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 16217.0, 'num_used_reflexions': 8}
2025-04-18 11:47:20,913 - {'puzzle': '6 6 6 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 17172.0, 'num_used_reflexions': 8}
2025-04-18 11:47:53,595 - {'puzzle': '6 6 6 6', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 18657.0, 'num_used_reflexions': 8}
2025-04-02 07:06:06,091 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 18134.0, 'num_used_reflexions': 8}
2025-04-02 07:06:45,743 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 19047.0, 'num_used_reflexions': 8}
2025-04-02 07:07:36,876 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 1, 'token_cost': 16785.0, 'num_used_reflexions': 7}
2025-04-02 07:08:15,931 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 19490.0, 'num_used_reflexions': 8}
2025-04-18 11:51:05,583 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 18152.0, 'num_used_reflexions': 8}
2025-04-18 11:51:19,290 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 18212.0, 'num_used_reflexions': 8}
2025-04-18 11:51:37,826 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 1, 'token_cost': 21320.0, 'num_used_reflexions': 8}
2025-04-18 11:51:54,937 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 21329.0, 'num_used_reflexions': 8}
2025-04-18 11:52:20,997 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 19804.0, 'num_used_reflexions': 8}
2025-04-18 11:52:44,210 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 18626.0, 'num_used_reflexions': 8}
2025-04-18 11:53:23,252 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 24289.0, 'num_used_reflexions': 8}
2025-04-18 11:53:55,893 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 22390.0, 'num_used_reflexions': 8}
2025-04-18 11:54:27,711 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 18782.0, 'num_used_reflexions': 8}
2025-04-18 11:54:46,839 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 18738.0, 'num_used_reflexions': 8}
2025-04-18 11:55:14,505 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 21727.0, 'num_used_reflexions': 8}
2025-04-18 11:55:48,167 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 21966.0, 'num_used_reflexions': 8}
2025-04-18 11:56:20,360 - {'puzzle': '4 7 9 11', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'list', 'score': 0, 'token_cost': 22996.0, 'num_used_reflexions': 8}
2025-04-18 11:56:41,973 - {'puzzle': '4 7 9 11', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 22852.0, 'num_used_reflexions': 8}
2025-04-18 11:57:14,533 - {'puzzle': '4 7 9 11', 'num_agents': 4, 'num_reflexions': 2, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 24841.0, 'num_used_reflexions': 8}
